f(Hz) 	 psddata 	 psderror 	 f(Hz) 	 psdfit 	 t(s) 	 msddata 	 msderror 	 t(s) 	 msdfit 	 t(s) 	 vafdata 	 vaferror 	 t(s) 	 vaffit 
103.95	0.0017505	9.0117e-05	0.1	0.0024005	2e-06	0.0015418	0	1e-06	0.00061522	2e-06	4.6248e+07	0	1e-06	1.1504e+08
112.3	0.0017254	7.2977e-05	0.10186	0.0024005	3e-06	0.0025847	0	1.0139e-06	0.00062702	3e-06	2.681e+07	0	1.0139e-06	1.131e+08
121.36	0.001668	8.6958e-05	0.10376	0.0024005	4e-06	0.0036813	0	1.028e-06	0.00063903	4e-06	1.7357e+07	0	1.028e-06	1.1118e+08
131.01	0.0016176	8.0834e-05	0.10569	0.0024005	5e-06	0.0048126	0	1.0424e-06	0.00065126	5e-06	1.2332e+07	0	1.0424e-06	1.093e+08
141.38	0.0014106	6.0023e-05	0.10765	0.0024005	6e-06	0.0059686	0	1.0569e-06	0.0006637	6e-06	9.4024e+06	0	1.0569e-06	1.0744e+08
152.59	0.0013266	5.48e-05	0.10966	0.0024005	7e-06	0.0071433	0	1.0716e-06	0.00067636	7e-06	7.2938e+06	0	1.0716e-06	1.0561e+08
164.75	0.001355	5.9943e-05	0.1117	0.0024005	8e-06	0.0083327	0	1.0865e-06	0.00068925	8e-06	5.8839e+06	0	1.0865e-06	1.038e+08
177.98	0.0011261	4.7123e-05	0.11378	0.0024005	9e-06	0.0095338	0	1.1016e-06	0.00070236	9e-06	4.8429e+06	0	1.1016e-06	1.0202e+08
192.17	0.0011911	4.5597e-05	0.11589	0.0024005	1e-05	0.010745	0	1.117e-06	0.0007157	1e-05	3.9724e+06	0	1.117e-06	1.0027e+08
207.42	0.0010377	3.8747e-05	0.11805	0.0024005	1.1e-05	0.011963	0	1.1325e-06	0.00072927	1.1e-05	3.6024e+06	0	1.1325e-06	9.8542e+07
223.99	0.00091745	2.9955e-05	0.12025	0.0024006	1.2e-05	0.013189	0	1.1483e-06	0.00074309	1.2e-05	2.7141e+06	0	1.1483e-06	9.6842e+07
241.88	0.00077847	2.0852e-05	0.12249	0.0024006	1.3e-05	0.014421	0	1.1643e-06	0.00075714	1.3e-05	2.4615e+06	0	1.1643e-06	9.5166e+07
261.19	0.00072485	2.1515e-05	0.12477	0.0024006	1.4e-05	0.015657	0	1.1805e-06	0.00077144	1.4e-05	2.1221e+06	0	1.1805e-06	9.3516e+07
282.05	0.00066306	1.9225e-05	0.12709	0.0024006	1.5e-05	0.016898	0	1.197e-06	0.00078599	1.5e-05	1.9396e+06	0	1.197e-06	9.1891e+07
304.58	0.00059642	1.9303e-05	0.12945	0.0024006	1.65e-05	0.018766	0.00062381	1.2136e-06	0.00080079	1.65e-05	1.5428e+06	55244	1.2136e-06	9.029e+07
328.9	0.00051419	1.4292e-05	0.13186	0.0024006	1.8e-05	0.02064	0	1.2305e-06	0.00081585	1.8e-05	1.3549e+06	0	1.2305e-06	8.8713e+07
355.12	0.00045923	1.2363e-05	0.13432	0.0024006	1.9e-05	0.021894	0	1.2477e-06	0.00083117	1.9e-05	1.2161e+06	0	1.2477e-06	8.7161e+07
