f(Hz) 	 psddata 	 psderror 	 f(Hz) 	 psdfit 	 t(s) 	 msddata 	 msderror 	 t(s) 	 msdfit 	 t(s) 	 vafdata 	 vaferror 	 t(s) 	 vaffit 
103.95	0.0018913	7.717e-05	0.1	0.0024638	2e-06	0.001563	0	1e-06	0.00062655	2e-06	3.3088e+07	0	1e-06	1.1158e+08
112.3	0.0017605	9.1469e-05	0.10186	0.0024638	3e-06	0.0025884	0	1.0139e-06	0.00063847	3e-06	2.8177e+07	0	1.0139e-06	1.0967e+08
121.36	0.0016963	8.8505e-05	0.10376	0.0024638	4e-06	0.0036702	0	1.028e-06	0.0006506	4e-06	1.6763e+07	0	1.028e-06	1.0779e+08
131.01	0.0016601	7.4443e-05	0.10569	0.0024638	5e-06	0.0047855	0	1.0424e-06	0.00066294	5e-06	1.2118e+07	0	1.0424e-06	1.0593e+08
141.38	0.0014581	4.9775e-05	0.10765	0.0024638	6e-06	0.005925	0	1.0569e-06	0.0006755	6e-06	9.2432e+06	0	1.0569e-06	1.0411e+08
152.59	0.0013777	6.1193e-05	0.10966	0.0024638	7e-06	0.007083	0	1.0716e-06	0.00068828	7e-06	7.1543e+06	0	1.0716e-06	1.0231e+08
164.75	0.0013005	4.6472e-05	0.1117	0.0024638	8e-06	0.0082554	0	1.0865e-06	0.00070128	8e-06	5.6293e+06	0	1.0865e-06	1.0053e+08
177.98	0.0012209	5.5577e-05	0.11378	0.0024638	9e-06	0.0094389	0	1.1016e-06	0.00071451	9e-06	4.7458e+06	0	1.1016e-06	9.8787e+07
192.17	0.0010444	3.8541e-05	0.11589	0.0024638	1e-05	0.010632	0	1.117e-06	0.00072797	1e-05	3.7692e+06	0	1.117e-06	9.7068e+07
207.42	0.00098036	3.6153e-05	0.11805	0.0024639	1.1e-05	0.011833	0	1.1325e-06	0.00074167	1.1e-05	3.442e+06	0	1.1325e-06	9.5374e+07
223.99	0.00094853	3.2127e-05	0.12025	0.0024639	1.2e-05	0.01304	0	1.1483e-06	0.0007556	1.2e-05	2.6296e+06	0	1.1483e-06	9.3707e+07
241.88	0.00076641	2.7084e-05	0.12249	0.0024639	1.3e-05	0.014253	0	1.1643e-06	0.00076977	1.3e-05	2.4374e+06	0	1.1643e-06	9.2065e+07
261.19	0.00072299	2.2194e-05	0.12477	0.0024639	1.4e-05	0.015471	0	1.1805e-06	0.00078419	1.4e-05	1.9734e+06	0	1.1805e-06	9.0448e+07
282.05	0.00070271	2.2354e-05	0.12709	0.0024639	1.5e-05	0.016692	0	1.197e-06	0.00079886	1.5e-05	1.8646e+06	0	1.197e-06	8.8856e+07
304.58	0.00054152	1.6817e-05	0.12945	0.0024639	1.65e-05	0.018532	0.00061434	1.2136e-06	0.00081378	1.65e-05	1.46e+06	2.2378e+05	1.2136e-06	8.7289e+07
328.9	0.00051078	1.5394e-05	0.13186	0.0024639	1.8e-05	0.020377	0	1.2305e-06	0.00082896	1.8e-05	1.1939e+06	0	1.2305e-06	8.5746e+07
